Question,score1,Answer 1,score2,Answer 2,score3,Answer 3,score4,Answer 4,score5,Answer 5
أخبرني عن العمر الذي يرغب معظم الناس في العيش حتى تحقيقه.,51,100,21,80,15,90,5,75,5,70
قم بتسمية الوقت الذي لا ينبغي عليك فيه إرسال رسالة نصية إلى من تحب.,41,في العمل,22,منتصف الليل,13,أثناء القيادة,12,عندما جنون,10,بعد الشرب
ما الذي يعود به الناس كتذكار من عالم ديزني؟,41,آذان الفأر,30,تي شيرت,9,سلسلة المفاتيح,8,حيوان/دمية محشوة,4,توقيعه
إذا كنت تعيش في أرض الصابون أوبرا - قم بتسمية شيء من شأنه أن يحدث كثيرًا.,25,دراما/ قتال,20,الوفيات المشبوهة,20,شؤون الحب,12,الرومانسية / حفلات الزفاف,10,الانفصال / الطلاق
قم بتسمية شيء يفعله العداءون بشكل صحيح بعد الانتهاء من الماراثون.,63,شرب الماء,12,استراحة,9,احتفل,5,يتجول,3,يأكل
قم بتسمية نوع من الأزمات التي تحدث عادة مرة واحدة على الأقل في فيلم الحركة.,38,جريمة عنيفة,20,انفجار / حريق,16,خطف,13,حادث سيارة / مطاردة,8,يعارك
قم بتسمية شيء يمكن أن تعرفه فتاة في مسابقة ملكة جمال كيف تفعله - ولكن معظم الفتيات الصغيرات لا يعرفن ذلك.,49,بطاقة تعريف,19,شعر,18,اسم,10,شعر الوجه,3,نظارات
قم بتسمية موضوع لا يستطيع معظم الرجال تحمله، ولكن يمكن للعديد من النساء مناقشته لساعات.,44,التسوق,19,ملابس,14,المسلسلات الصابونية,11,الرجال,7,شعر
اذكر شيئًا خاصًا قد يفعله المطعم في ليالي معينة لجذب العملاء؟,49,خصومات المواد الغذائية,19,ساعة سعيدة,11,الاطفال يأكلون مجانا,4,بوفيه,3,موسيقى حية
اذكر سببًا لعدم رغبة الرجل في أن تقضي زوجته ليلة في الخارج.,57,غيور,21,الشرب,11,لا يوجد عشاء,3,يجب أن يشاهد الأطفال,3,وحيد
قم بتسمية شخصية شكسبيرية سمع عنها معظم الناس.,56,روميو,20,قرية,15,جولييت,3,ماكبث,3,عطيل
قم بتسمية زي الهالوين الذي يرتديه الناس إذا كانوا لا يريدون بذل قصارى جهدهم,50,شبح,36,ساحرة,5,اليقطين,4,مصاص دماء,3,منامة
لماذا قد يفضل شخص ما المواعدة عبر الإنترنت على الاجتماع في الحانة؟,46,إنهم خجولون,17,ليس فقط حول المظهر,12,إنه أكثر أمانًا,11,راحة,5,الناس رصينون
من أو ما الذي يمكنه دخول المنزل دون استخدام الباب الأمامي؟,35,لص,29,حيوان أليف,18,سانتا كلوز,10,طفل / في سن المراهقة,5,ضابط شرطة
قم بتسمية شيء تتوق إليه الأمهات.,31,مال,25,ينام,14,وقت فراغ,11,يساعد,9,هادئ
قم بتسمية شيء من المفترض أن تفعله بكلتا يديك، ولكن غالبًا ما يستخدم الناس يدًا واحدة فقط.,49,يقود,24,يأكل,17,يكتب,5,صفق,3,ركوب الدراجة
قم بتسمية شيء قد تقوم جدتك بإصلاحه عندما يصبح قديمًا، ولكن عليك فقط شراء واحد جديد.,30,سيارة,26,تلفزيون,21,الجوارب,14,سترة,5,أحذية
أخبرني بشيء قد يشتكي منه طفل أثناء رحلة برية.,36,الجلوس لفترة طويلة جدًا,30,بحاجة إلى حمام,22,جائع,6,ممل,4,درجة حرارة
قم بتسمية شيء تضعه في بوريتو الإفطار,44,بيض,25,جبن,12,لحمة,10,فول,7,الطماطم / الصلصة
سألنا 100 امرأة: ما هو الإكسسوار أو قطعة الملابس التي تشتريها كثيرًا؟,49,أحذية,14,قميص,12,مجوهرات,9,حمالة الصدر,7,الملابس الداخلية
إذا كان بإمكانك اختيار جيرانك – ما هي السمات التي ستبحث عنها؟,40,هادئ,36,ودي,9,جدير بالثقة,8,ينظف,3,جذاب
قم بتسمية شيء تقضي وقتًا أقل في القيام به عندما تكون في إجازة,37,عمل,28,نائم,21,القلق,6,مشاهدة التلفزيون,6,التنظيف/الطبخ
قم بتسمية نشاط يقوم به الأولاد في منزل الشجرة,31,لعب الورق,24,كتب هزلية,14,دخان,11,الحديث عن الفتيات,5,تناول الوجبات الخفيفة
ما رأيك في أن يرتدي تميمة المدرسة الثانوية تحت زيه؟,48,لا شئ,21,سراويل,21,الملابس الداخلية,5,الجوارب,3,تي شيرت
إلى جانب مشاهدته - قم بتسمية شيء يفعله الناس أمام التلفزيون,48,يأكل,23,ينام,11,تمرين,5,ألعاب,4,يتحدث
قم بتسمية شيء يسأله الكبار دائمًا للأطفال عن المدرسة,36,هل لديك واجب منزلي؟,32,كيف هي درجاتك؟,18,كيف كان يومك؟,6,ماذا تعلمت؟,3,متى هو الاختبار الخاص بك؟
قم بتسمية العضلات التي سيتباهى بها لاعب بناء الأجسام,40,الذراع العلوي,27,صدر,20,معدة,6,العجل,3,بعقب
ما هي أشهر أنواع الزهور المستخدمة في حفل الزفاف؟,44,الورود,23,الزنبق,18,الزنابق,11,القرنفل,3,الإقحوانات
قم بتسمية شخص محدد لا تريد أن يشاهد صفحتك على الفيسبوك,44,الوالد,31,رئيس,17,السابق,4,شريك,3,أطفال
إذا كانت لوحة الماوس مكانًا تعيش فيه الفئران العازبة، فماذا ستجد على الأرجح بداخلها,63,بار الجبن,18,جعة,6,الملابس القذرة,3,أنثى الفئران,3,تلفزيون صغير
اذكر العمر الذي يتوقف فيه الأشخاص عن اقتراض المال من آبائهم,27,35,24,25,21,21,16,18,10,أبداً
قم بتسمية عمل منزلي تقوم به أثناء الجلوس,33,الغبار,32,الغسيل القابل للطي,17,كي الملابس,10,إصلاح الملابس,5,دفع الفواتير
قم بتسمية حيوان أبيض وأسود,51,حمار وحشي,17,الظربان,13,الباندا الدب,4,بقرة,3,البطريق
قم بتسمية شيء ربما يتركه راعي البقر في المنزل لإجراء مقابلة عمل,39,قبعة 10 جالون,25,بندقية,24,حصان,7,أحذية,3,حبل
قم بتسمية شيء ما لكل من المسجل وملابس نجوم الروك,50,أحذية,24,قبعة,10,جينز,6,قميص الفانيلا,6,النظارات الشمسية
قم بتسمية نوع الملصق الذي قد يحمله صبي يبلغ من العمر 13 عامًا ,20,نجم الفيلم/التلفزيون,14,فرقتهم المفضلة,12,الرياضة,7,مصارعة المحترفين,4,خارقة
قم بتسمية المناسبة التي يرتدي دراكولا ملابسها دائمًا تقريبًا,54,الهالوين,18,جنازة,16,عشاء رسمي,5,كرة زي,5,قِرَان
قم بتسمية شيء في سيارتك يمكن تشغيله وإيقافه,26,راديو,24,محرك,22,أضواء,12,سخان / مكيف الهواء,5,مساحات
اسم الشيء الذي يتم تأجيجه,57,سيارة,25,المستويات,7,نار,5,الغضب / المزاج,3,جسم
قم بتسمية نوع من مركبات العمل التي غالبًا ما يُنظر إليها على أنها لعبة للأطفال,43,شاحنة قلابة,34,محرك النار,10,جرار,6,سيارة الشرطة,3,بلدوزر الثور
اذكر سببًا قد يجعلك أقل إنتاجية من المعتاد في العمل,40,مرهق,25,مريض,12,معلقة,6,وشدد,3,مشكلة في الكمبيوتر
قم بتسمية شيء قد يضعه أحد الوالدين على قفل أو بوابة بمجرد أن يتعلم طفله المشي,40,سلالم,26,باب,11,حمام السباحة,10,خزائن,6,سرير
قم بتسمية شيء يبدأ الأطفال في الاهتمام به أكثر عندما يصبحون مراهقين,38,يبدو,23,ملابس,13,مواعدة,12,مال,5,القيادة
اذكر شيئًا محددًا قد يتناوب الزوجان في القيام به,42,أطباق,27,طبخ,10,مغسلة,8,مشاهدة الاطفال,4,القيادة
بخلاف المقامرة- ما الذي تمتلكه الكازينوهات بالداخل لجذب العملاء إلى البقاء في الجوار,45,الكوكتيلات,33,طعام,6,أضواء ساطعة,6,نساء جميلات,4,ترفيه
اذكر شيئًا تشتريه العديد من النساء بانتظام لأزواجهن - لكن الرجال لا يشترونه لزوجاتهم (أكثر تحديدًا من الملابس),38,الملابس الداخلية,26,الجوارب,15,كولونيا,12,أدوات,8,بقالة
قم بتسمية شيء من الأفضل أن تنفق عليه أكثر قليلاً - بحيث يستمر لفترة أطول,44,سيارة,29,ملابس,15,تلفزيون,7,منزل,3,قصة شعر
قم بتسمية مكان لا تريد أن تبقى فيه بمفردك في الليل,37,زقاق,16,مقبرة,16,وودز,16,حديقة,12,بيت
قم بتسمية الكلمة التي يصرخ بها الناس على التلفاز أثناء مشاهدة مباراة كرة قدم,39,يذهب,25,يجري,13,الهبوط,5,خطأ,3,غبي
ماذا تفعل لمساعدة الأشخاص الأقل حظًا في ,44,أعط المال,24,التبرع بالسلع المعلبة,12,تقديم الوجبات,8,تبرع بالألعاب,4,دعوة لتناول العشاء
قم بتسمية شيء تتوقع أن تدفع مقابله في ديزني لاند,38,طعام,28,القبول,6,الهدايا التذكارية,5,ألعاب,2,وقوف السيارات
قم بتسمية شيء يمكن إيقاف تشغيله بسهولة,45,أضواء,36,تلفزيون,6,راديو الفرن,6,راديو,5,شريك
اسم السبب الذي يجعل الكلب ينبح,43,غريب عند الباب,18,جائع,16,يرى قطة,10,يسمع ضجيجا عاليا,7,يرى كلبًا آخر
ما قد تراه على جانب الطريق,40,قتل الطريق,16,قمامة,14,المسافر,13,الأشجار,8,لافتة
أخبرني عن سبب رغبتك في التسوق عبر الإنترنت,35,سهل,27,أرخص,18,لا خطوط,10,أسرع,6,البقاء في المنزل
عند التسوق لشراء زوج جديد من الجينز، قم بتسمية شيء لا يناسبك تمامًا,34,الخصر,28,طول,20,المؤخر,7,خَواصِر,6,الفخذين
قم بتسمية شيء سينفق عليه كل طلاب الكلية الجدد المال,41,كتب,21,طعام,17,جعة,8,حاسوب,3,تدريس
قم بتسمية عمل منزلي تقوم به بشكل أقل تكرارًا لأنه بالكاد يمكن ملاحظته عند الانتهاء منه,39,تراب,25,مكنسة,13,اكتساح,1,ممسحة,10,مسح ويندوز
ما المهنة التي قد يشغلها شخص ما والتي تجعلك تعتقد أن لديه ميلًا للرومانسية؟,19,مخطط الزفاف,18,صانع المباراة,16,ممثل,16,راقصة,15,الكاتب
